cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
06,Colima,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2020,24.1092193364847,No especificada
06,Colima,0,Estatal,1002000007,Porcentaje de población de 60 y más años,1995,6.8,No especificada
06,Colima,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2000,7.5,No especificada
06,Colima,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2005,8.4,No especificada
06,Colima,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2010,9.1,No especificada
06,Colima,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2015,10.1506534408459,No especificada
06,Colima,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2020,12.5517695202451,No especificada
06,Colima,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,1995,6.7,No especificada
06,Colima,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2000,7.3,No especificada
06,Colima,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2005,8.3,No especificada
06,Colima,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2010,8.9,No especificada
06,Colima,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2015,4.82287851413387,No especificada
06,Colima,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2020,12.0935250398307,No especificada
06,Colima,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,1995,6.9,No especificada
06,Colima,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2000,7.6,No especificada
06,Colima,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2005,8.6,No especificada
06,Colima,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2010,9.4,No especificada
06,Colima,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2015,5.32777492671199,No especificada
06,Colima,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2020,12.9974471859552,No especificada
06,Colima,0,Estatal,1002000010,Edad mediana,1995,21,Años
06,Colima,0,Estatal,1002000010,Edad mediana,2000,23,Años
06,Colima,0,Estatal,1002000010,Edad mediana,2005,25,Años
06,Colima,0,Estatal,1002000010,Edad mediana,2010,26,Años
06,Colima,0,Estatal,1002000010,Edad mediana,2015,27.417067,Años
06,Colima,0,Estatal,1002000010,Edad mediana,2020,30,Años
06,Colima,0,Estatal,1002000011,Edad mediana hombres,1995,21,Años
06,Colima,0,Estatal,1002000011,Edad mediana hombres,2000,22,Años
06,Colima,0,Estatal,1002000011,Edad mediana hombres,2005,24,Años
06,Colima,0,Estatal,1002000011,Edad mediana hombres,2010,26,Años
06,Colima,0,Estatal,1002000011,Edad mediana hombres,2020,30,Años
06,Colima,0,Estatal,1002000012,Edad mediana mujeres,1995,22,Años
06,Colima,0,Estatal,1002000012,Edad mediana mujeres,2000,23,Años
06,Colima,0,Estatal,1002000012,Edad mediana mujeres,2005,26,Años
06,Colima,0,Estatal,1002000012,Edad mediana mujeres,2010,27,Años
06,Colima,0,Estatal,1002000012,Edad mediana mujeres,2020,31,Años
06,Colima,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
06,Colima,0,Estatal,1002000014,Población en hogares censales,2000,508664,Personas
06,Colima,0,Estatal,1002000014,Población en hogares censales,2005,545130,Personas
06,Colima,0,Estatal,1002000014,Población en hogares censales,2010,639350,Personas
06,Colima,0,Estatal,1002000014,Población en hogares censales,2015,711235,Personas
06,Colima,0,Estatal,1002000014,Población en hogares censales,2020,728297,Personas
06,Colima,0,Estatal,1002000015,Población en hogares familiares,1995,ND,No especificada
06,Colima,0,Estatal,1002000015,Población en hogares familiares,2000,495607,No especificada
06,Colima,0,Estatal,1002000015,Población en hogares familiares,2005,527438,No especificada
06,Colima,0,Estatal,1002000015,Población en hogares familiares,2010,614615,No especificada
06,Colima,0,Estatal,1002000015,Población en hogares familiares,2020,685868,No especificada
06,Colima,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,No especificada
06,Colima,0,Estatal,1002000016,Población en hogares no familiares,2000,12884,No especificada
06,Colima,0,Estatal,1002000016,Población en hogares no familiares,2005,16945,No especificada
06,Colima,0,Estatal,1002000016,Población en hogares no familiares,2010,23985,No especificada
06,Colima,0,Estatal,1002000016,Población en hogares no familiares,2020,40644,No especificada
06,Colima,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
06,Colima,0,Estatal,1002000018,Hogares censales,2000,128295,Hogares censales
06,Colima,0,Estatal,1002000018,Hogares censales,2005,147092,Hogares censales
06,Colima,0,Estatal,1002000018,Hogares censales,2010,177848,Hogares censales
06,Colima,0,Estatal,1002000018,Hogares censales,2015,205243,Hogares censales
06,Colima,0,Estatal,1002000018,Hogares censales,2020,226853,Hogares censales
06,Colima,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
06,Colima,0,Estatal,1002000019,Hogares con jefatura masculina,2000,100179,Hogares
06,Colima,0,Estatal,1002000019,Hogares con jefatura masculina,2005,110477,Hogares
06,Colima,0,Estatal,1002000019,Hogares con jefatura masculina,2010,131791,Hogares
06,Colima,0,Estatal,1002000019,Hogares con jefatura masculina,2015,145182,Hogares
06,Colima,0,Estatal,1002000019,Hogares con jefatura masculina,2020,148076,Hogares
06,Colima,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
06,Colima,0,Estatal,1002000020,Hogares con jefatura femenina,2000,28116,Hogares
06,Colima,0,Estatal,1002000020,Hogares con jefatura femenina,2005,36615,Hogares
06,Colima,0,Estatal,1002000020,Hogares con jefatura femenina,2010,46057,Hogares
06,Colima,0,Estatal,1002000020,Hogares con jefatura femenina,2015,60061,Hogares
06,Colima,0,Estatal,1002000020,Hogares con jefatura femenina,2020,78777,Hogares
06,Colima,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Número de personas
06,Colima,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,3.96,Número de personas
06,Colima,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,3.71,Número de personas
06,Colima,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,3.59,Número de personas
06,Colima,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,3.5,Número de personas
06,Colima,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.21043583289619,Número de personas
06,Colima,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,No especificada
06,Colima,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.12,No especificada
06,Colima,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,3.86,No especificada
06,Colima,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,3.74,No especificada
06,Colima,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.30464086009887,No especificada
06,Colima,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,No especificada
06,Colima,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.41,No especificada
06,Colima,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.24,No especificada
06,Colima,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.18,No especificada
06,Colima,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.03335999086028,No especificada
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,1910,95.7,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,1921,92.9,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,1930,90.4,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,1940,93.4,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,1950,95.5,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,1960,100.6,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,1970,101.1,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,1990,98.4,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,1995,99,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,2000,97.73,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,2005,97.23,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,2010,98.48,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,2015,97.321914,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000024,Relación hombres-mujeres,2020,97.2632555580429,Hombres por cada 100 mujeres
06,Colima,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,92.7489145954136,Porcentaje
06,Colima,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,94.31,Porcentaje
06,Colima,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,95.5756541546199,Porcentaje
06,Colima,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2020,96.4966778842005,Porcentaje
06,Colima,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,97.2,Tasa
06,Colima,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,98.54061,Tasa
06,Colima,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,98.9050547472626,Tasa
06,Colima,0,Estatal,1002000055,Población de edad no especificada,1990,4365,Número de personas
06,Colima,0,Estatal,1002000055,Población de edad no especificada,1995,673,Número de personas
06,Colima,0,Estatal,1002000055,Población de edad no especificada,2000,31555,Número de personas
06,Colima,0,Estatal,1002000055,Población de edad no especificada,2005,19256,Número de personas
06,Colima,0,Estatal,1002000055,Población de edad no especificada,2010,7847,Número de personas
06,Colima,0,Estatal,1002000055,Población de edad no especificada,2020,1956,Número de personas
06,Colima,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,2163,Número de personas
06,Colima,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,302,Número de personas
06,Colima,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,15818,Número de personas
06,Colima,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,9643,Número de personas
06,Colima,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,3934,Número de personas
06,Colima,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,975,Número de personas
06,Colima,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,2202,Número de personas
06,Colima,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,371,Número de personas
06,Colima,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,15737,Número de personas
06,Colima,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,9613,Número de personas
06,Colima,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,3913,Número de personas
06,Colima,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,981,Número de personas
06,Colima,0,Estatal,1002000058,Población de 0 a 4 años,1990,52269,Número de personas
06,Colima,0,Estatal,1002000058,Población de 0 a 4 años,1995,54512,Número de personas
06,Colima,0,Estatal,1002000058,Población de 0 a 4 años,2000,53295,Número de personas
06,Colima,0,Estatal,1002000058,Población de 0 a 4 años,2005,51929,Número de personas
06,Colima,0,Estatal,1002000058,Población de 0 a 4 años,2010,58263,Número de personas
06,Colima,0,Estatal,1002000058,Población de 0 a 4 años,2020,52313,Número de personas
06,Colima,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,26373,Número de personas
06,Colima,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,28006,Número de personas
06,Colima,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,27427,Número de personas
06,Colima,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,26388,Número de personas
06,Colima,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,29676,Número de personas
06,Colima,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,26532,Número de personas
06,Colima,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,25896,Número de personas
06,Colima,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,26506,Número de personas
06,Colima,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,25868,Número de personas
06,Colima,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,25541,Número de personas
06,Colima,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,28587,Número de personas
06,Colima,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,25781,Número de personas
06,Colima,0,Estatal,1002000061,Población de 10 a 14 años,1990,55609,Número de personas
06,Colima,0,Estatal,1002000061,Población de 10 a 14 años,1995,57444,Número de personas
06,Colima,0,Estatal,1002000061,Población de 10 a 14 años,2000,57422,Número de personas
06,Colima,0,Estatal,1002000061,Población de 10 a 14 años,2005,56990,Número de personas
06,Colima,0,Estatal,1002000061,Población de 10 a 14 años,2010,59473,Número de personas
06,Colima,0,Estatal,1002000061,Población de 10 a 14 años,2020,60801,Número de personas
06,Colima,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,28241,Número de personas
06,Colima,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,29269,Número de personas
06,Colima,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,29057,Número de personas
06,Colima,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,29280,Número de personas
06,Colima,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,30707,Número de personas
06,Colima,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,30952,Número de personas
06,Colima,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,27368,Número de personas
06,Colima,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,28175,Número de personas
06,Colima,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,28365,Número de personas
06,Colima,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,27710,Número de personas
06,Colima,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,28766,Número de personas
06,Colima,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,29849,Número de personas
06,Colima,0,Estatal,1002000064,Población de 100 años y más,1990,135,Número de personas
06,Colima,0,Estatal,1002000064,Población de 100 años y más,1995,74,Número de personas
06,Colima,0,Estatal,1002000064,Población de 100 años y más,2000,128,Número de personas
06,Colima,0,Estatal,1002000064,Población de 100 años y más,2005,121,Número de personas
06,Colima,0,Estatal,1002000064,Población de 100 años y más,2010,123,Número de personas
06,Colima,0,Estatal,1002000064,Población de 100 años y más,2020,148,Número de personas
06,Colima,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,43,Número de personas
06,Colima,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,34,Número de personas
06,Colima,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,59,Número de personas
06,Colima,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,61,Número de personas
06,Colima,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,65,Número de personas
06,Colima,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,53,Número de personas
06,Colima,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,92,Número de personas
06,Colima,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,40,Número de personas
06,Colima,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,69,Número de personas
06,Colima,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,60,Número de personas
06,Colima,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,58,Número de personas
06,Colima,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,95,Número de personas
06,Colima,0,Estatal,1002000067,Población de 15 a 19 años,1990,52837,Número de personas
06,Colima,0,Estatal,1002000067,Población de 15 a 19 años,1995,55665,Número de personas
06,Colima,0,Estatal,1002000067,Población de 15 a 19 años,2000,54826,Número de personas
06,Colima,0,Estatal,1002000067,Población de 15 a 19 años,2005,56534,Número de personas
06,Colima,0,Estatal,1002000067,Población de 15 a 19 años,2010,62323,Número de personas
06,Colima,0,Estatal,1002000067,Población de 15 a 19 años,2020,60663,Número de personas
06,Colima,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,26276,Número de personas
06,Colima,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,27879,Número de personas
06,Colima,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,27289,Número de personas
06,Colima,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,28076,Número de personas
06,Colima,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,31543,Número de personas
06,Colima,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,30667,Número de personas
06,Colima,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,26561,Número de personas
06,Colima,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,27786,Número de personas
06,Colima,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,27537,Número de personas
06,Colima,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,28458,Número de personas
06,Colima,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,30780,Número de personas
06,Colima,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,29996,Número de personas
06,Colima,0,Estatal,1002000070,Población de 20 a 24 años,1990,40023,Número de personas
06,Colima,0,Estatal,1002000070,Población de 20 a 24 años,1995,50183,Número de personas
06,Colima,0,Estatal,1002000070,Población de 20 a 24 años,2000,48878,Número de personas
06,Colima,0,Estatal,1002000070,Población de 20 a 24 años,2005,50049,Número de personas
06,Colima,0,Estatal,1002000070,Población de 20 a 24 años,2010,60070,Número de personas
06,Colima,0,Estatal,1002000070,Población de 20 a 24 años,2020,59343,Número de personas
06,Colima,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,19064,Número de personas
06,Colima,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,24385,Número de personas
06,Colima,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,23281,Número de personas
06,Colima,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,24135,Número de personas
06,Colima,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,29487,Número de personas
06,Colima,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,29637,Número de personas
06,Colima,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,20959,Número de personas
06,Colima,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,25798,Número de personas
06,Colima,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,25597,Número de personas
06,Colima,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,25914,Número de personas
06,Colima,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,30583,Número de personas
06,Colima,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,29706,Número de personas
06,Colima,0,Estatal,1002000073,Población de 25 a 29 años,1990,33413,Número de personas
06,Colima,0,Estatal,1002000073,Población de 25 a 29 años,1995,39747,Número de personas
06,Colima,0,Estatal,1002000073,Población de 25 a 29 años,2000,43310,Número de personas
06,Colima,0,Estatal,1002000073,Población de 25 a 29 años,2005,44660,Número de personas
06,Colima,0,Estatal,1002000073,Población de 25 a 29 años,2010,53136,Número de personas
06,Colima,0,Estatal,1002000073,Población de 25 a 29 años,2020,58035,Número de personas
06,Colima,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,16014,Número de personas
06,Colima,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,18987,Número de personas
06,Colima,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2000,20598,Número de personas
06,Colima,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2005,21164,Número de personas
06,Colima,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2010,25994,Número de personas
06,Colima,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2020,28584,Número de personas
06,Colima,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1990,17399,Número de personas
06,Colima,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1995,20760,Número de personas
06,Colima,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2000,22712,Número de personas
06,Colima,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2005,23496,Número de personas
06,Colima,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2010,27142,Número de personas
06,Colima,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2020,29451,Número de personas
06,Colima,0,Estatal,1002000076,Población de 30 a 34 años,1990,28739,Número de personas
06,Colima,0,Estatal,1002000076,Población de 30 a 34 años,1995,35694,Número de personas
06,Colima,0,Estatal,1002000076,Población de 30 a 34 años,2000,38024,Número de personas
06,Colima,0,Estatal,1002000076,Población de 30 a 34 años,2005,44016,Número de personas
06,Colima,0,Estatal,1002000076,Población de 30 a 34 años,2010,50521,Número de personas
06,Colima,0,Estatal,1002000076,Población de 30 a 34 años,2020,57436,Número de personas
06,Colima,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1990,13998,Número de personas
06,Colima,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1995,17201,Número de personas
06,Colima,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2000,17968,Número de personas
06,Colima,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2005,21077,Número de personas
06,Colima,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2010,24590,Número de personas
06,Colima,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2020,27688,Número de personas
06,Colima,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1990,14741,Número de personas
06,Colima,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1995,18493,Número de personas
06,Colima,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2000,20056,Número de personas
06,Colima,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2005,22939,Número de personas
06,Colima,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2010,25931,Número de personas
06,Colima,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2020,29748,Número de personas
06,Colima,0,Estatal,1002000079,Población de 35 a 39 años,1990,24122,Número de personas
06,Colima,0,Estatal,1002000079,Población de 35 a 39 años,1995,32099,Número de personas
06,Colima,0,Estatal,1002000079,Población de 35 a 39 años,2000,35524,Número de personas
06,Colima,0,Estatal,1002000079,Población de 35 a 39 años,2005,39605,Número de personas
06,Colima,0,Estatal,1002000079,Población de 35 a 39 años,2010,48863,Número de personas
06,Colima,0,Estatal,1002000079,Población de 35 a 39 años,2020,54566,Número de personas
06,Colima,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1990,11835,Número de personas
06,Colima,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1995,15693,Número de personas
06,Colima,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2000,17173,Número de personas
06,Colima,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2005,18850,Número de personas
06,Colima,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2010,23868,Número de personas
06,Colima,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2020,26634,Número de personas
06,Colima,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,1990,12287,Número de personas
06,Colima,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,1995,16406,Número de personas
06,Colima,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2000,18351,Número de personas
06,Colima,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2005,20755,Número de personas
06,Colima,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2010,24995,Número de personas
06,Colima,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2020,27932,Número de personas
